source_row_number,legajo_canonico,row_kind,raw_ubicacion,raw_concesion,raw_manzana,raw_parcela,source_component_profile,source_component_count,source_ncp_derived,source_ncp_derivation_status,match_method,match_count,confidence,reason,parcela_id,ncp,ncp_formatted,ncp_format_status,sec,gru,nmanz,nparc,lon,lat,auto_lon,auto_lat,geolocation_source,admin_override_reason,admin_override_updated_at,postal_address_available,cadastral_reference_available,dual_verification_ready,address_query,address_geocode_status,address_match_name,address_lon,address_lat,address_vs_auto_cadastral_distance_m,address_vs_cadastral_distance_m,auto_location_verification_status,location_verification_status
3,2,detail,"Craviotto Nº 675, 677",,576,9,manz+parc,2,0100010000000576--009--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32377,0100010000000576--009--,0100010000000576--009--,matches_source_ncp,0,0,576,9,-58.13951611,-32.23111639,-58.13951611,-32.23111639,automatic,,,yes,yes,yes,"Craviotto 675, Colón",matched_ign,"CRAVIOTTO 675, Colón, Entre Ríos",-58.13928354,-32.23130821,30.55,30.55,verified_close,verified_close
4,3,detail,Girard N° 275,8,259,2,gru+manz+parc,3,0100011020080259--002--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,32846,0100011020080259--002--,0100011020080259--002--,matches_source_ncp,102,8,259,2,-58.15315090,-32.23787371,-58.15315090,-32.23787371,automatic,,,yes,yes,no,"Girard 275, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
5,4,detail,Bvard Ferrari Nº 399,,136,12,manz+parc,2,0100010000000136--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27497,0100010000000136--012--,0100010000000136--012--,matches_source_ncp,0,0,136,12,-58.13594970,-32.22724970,-58.13594970,-32.22724970,automatic,,,yes,yes,yes,"Boulevard Ferrari 399, Colón",matched_ign,"BV FERRARI 399, Colón, Entre Ríos",-58.13592445,-32.22750812,28.83,28.83,verified_close,verified_close
6,5,detail,Brovatti Nº 339,291,,46,gru+parc,2,0100010112910000--046--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,37195,0100010112910000--046--,0100010112910000--046--,matches_source_ncp,11,291,0,46,-58.17607134,-32.23345015,-58.17607134,-32.23345015,automatic,,,yes,yes,no,"Brovatti 339, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
7,6,detail,"Paso de los Andes Nº 2194, 2196",327,5,16,gru+manz+parc,3,0100010123270005--016--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37512,0100010123270005--016--,0100010123270005--016--,matches_source_ncp,12,327,5,16,-58.16358551,-32.23085018,-58.16358551,-32.23085018,automatic,,,yes,yes,no,"Paso de los Andes 2194, 2196, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
8,7,detail,Alvear Nº 97,,76,12,manz+parc,2,0100010000000076--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28696,0100010000000076--012--,0100010000000076--012--,matches_source_ncp,0,0,76,12,-58.14456873,-32.22354575,-58.14456873,-32.22354575,automatic,,,yes,yes,yes,"Alvear 97, Colón",matched_ign,"GRL ALVEAR 97, Colón, Entre Ríos",-58.14482555,-32.22358632,24.58,24.58,verified_close,verified_close
9,8,detail,Calle Privada s/N° - Los Bretes,3,1,18,gru+manz+parc,3,0100010170030001--018--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,33186,0100010170030001--018--,0100010170030001--018--,matches_source_ncp,17,3,1,18,-58.12944137,-32.24202219,-58.12944137,-32.24202219,automatic,,,yes,yes,no,"Calle Privada °, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
10,9,detail,9 de Mayo Nº 289,8,249,19,gru+manz+parc,3,0100011020080249--019--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37679,0100011020080249--019--,0100011020080249--019--,matches_source_ncp,102,8,249,19,-58.15376091,-32.23864688,-58.15376091,-32.23864688,automatic,,,yes,yes,yes,"Mayo 289, Colón",matched_ign,"25 DE MAYO 289, Colón, Entre Ríos",-58.13676356,-32.22663807,2083.04,2083.04,review_large_gap,review_large_gap
11,10,detail,9 de Mayo Nº 283,8,249,18,gru+manz+parc,3,0100011020080249--018--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37678,0100011020080249--018--,0100011020080249--018--,matches_source_ncp,102,8,249,18,-58.15384150,-32.23856211,-58.15384150,-32.23856211,automatic,,,yes,yes,yes,"Mayo 283, Colón",matched_ign,"25 DE MAYO 283, Colón, Entre Ríos",-58.13685091,-32.22654807,2082.93,2082.93,review_large_gap,review_large_gap
12,11,detail,Alvear N° 375,,613,8,manz+parc,2,0100010000000613--008--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30313,0100010000000613--008--,0100010000000613--008--,matches_source_ncp,0,0,613,8,-58.14863488,-32.21942445,-58.14863488,-32.21942445,automatic,,,yes,yes,yes,"Alvear 375, Colón",matched_ign,"GRL ALVEAR 375, Colón, Entre Ríos",-58.14883507,-32.21954535,23.14,23.14,verified_close,verified_close
13,12,detail,Calle Pùblica s/Nº,223,2,15,gru+manz+parc,3,0100010162230002--015--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,36459,0100010162230002--015--,0100010162230002--015--,matches_source_ncp,16,223,2,15,-58.18445436,-32.25557422,-58.18445436,-32.25557422,automatic,,,yes,yes,no,"Calle Pùblica º, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
14,13,detail,Bvard Sanguinetti Nº 436,,515,3,manz+parc,2,0100010000000515--003--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29282,0100010000000515--003--,0100010000000515--003--,matches_source_ncp,0,0,515,3,-58.15418903,-32.22184803,-58.15418903,-32.22184803,automatic,,,yes,yes,yes,"Sanguinetti 436, Colón",matched_ign,"INT SANGUINETTI 436, Colón, Entre Ríos",-58.15394419,-32.22168641,29.21,29.21,verified_close,verified_close
15,14,detail,Pte Illía N° 203,,484,,manz,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Presidente Illía 203, Colón",matched_ign,"PRES ILLIA 203, Colón, Entre Ríos",-58.15231488,-32.22640193,,,missing_cadastral_point,missing_cadastral_point
16,15,detail,"Ruta N° 130 ex 26, km",,,80,parc,1,,no_unique_parcel_inference,none,0,low,no_cadastral_match,,,,missing_components,,,,,,,,,automatic,,,yes,yes,no,"Ruta 130 ex 26, km, Colón",no_ign_match,,,,,,missing_both_points,missing_both_points
17,16,detail,Esteva Berga N° 105 / 107,,141,2,manz+parc,2,0100010000000141--002--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,28889,0100010000000141--002--,0100010000000141--002--,matches_source_ncp,0,0,141,2,-58.13778778,-32.22289275,-58.13778778,-32.22289275,automatic,,,yes,yes,yes,"Berga 105, Colón",matched_ign,"DR E BERGA 105, Colón, Entre Ríos",-58.13772068,-32.22277651,14.38,14.38,verified_close,verified_close
18,17,detail,12 de Abril Nª 1324,,278,14,manz+parc,2,0100010000000278--014--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,25393,0100010000000278--014--,0100010000000278--014--,matches_source_ncp,0,0,278,14,-58.15562474,-32.23385873,-58.15562474,-32.23385873,automatic,,,yes,yes,yes,"12 de Abril 1324, Colón",matched_ign,"12 DE ABRIL 1324, Colón, Entre Ríos",-58.15585341,-32.23376698,23.81,23.81,verified_close,verified_close
19,18,detail,Ruta N° 135,268,,11,gru+parc,2,0100010112680001--011--,derived_from_source_gru_parc,gru_parc,1,medium,unique_match_by_gru_parc,35721,0100010112680001--011--,0100010112680001--011--,matches_source_ncp,11,268,1,11,-58.17399825,-32.24046544,-58.17399825,-32.24046544,automatic,,,yes,yes,no,"Ruta 135, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
20,19,detail,Alberdi Nº 3227,227,6,6,gru+manz+parc,3,0100010112270006--006--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37261,0100010112270006--006--,0100010112270006--006--,matches_source_ncp,11,227,6,6,-58.19166189,-32.24051212,-58.19166189,-32.24051212,automatic,,,yes,yes,no,"Alberdi 3227, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
21,20,detail,Noailles Nº 572,,79,17,manz+parc,2,0100010000000079--017--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,27734,0100010000000079--017--,0100010000000079--017--,matches_source_ncp,0,0,79,17,-58.14122071,-32.22661345,-58.14122071,-32.22661345,automatic,,,yes,yes,yes,"Noailles 572, Colón",matched_ign,"GRL NOAILLES 572, Colón, Entre Ríos",-58.14135160,-32.22652138,16.01,16.01,verified_close,verified_close
22,21,detail,Bolívar Nº 443 esq Sourigues Nº 109,,118,12,manz+parc,2,0100010000000118--012--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,29383,0100010000000118--012--,0100010000000118--012--,matches_source_ncp,0,0,118,12,-58.14280150,-32.22177302,-58.14280150,-32.22177302,automatic,,,yes,yes,yes,"Bolívar 443, Colón",matched_ign,"BOLIVAR 443, Colón, Entre Ríos",-58.14266141,-32.22198033,26.55,26.55,verified_close,verified_close
23,22,detail,San Martín N° 144 esq 3 de Febrero,,200,27,manz+parc,2,0100010000000200--027--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,32029,0100010000000200--027--,0100010000000200--027--,matches_source_ncp,0,0,200,27,-58.13673766,-32.21912158,-58.13673766,-32.21912158,automatic,,,yes,yes,yes,"San Martín 144, Colón",matched_ign,"AV SAN MARTIN 144, Colón, Entre Ríos",-58.13686106,-32.21909327,12.03,12.03,verified_close,verified_close
25,24,detail,René Favaloro Nº 680,91,571,1,gru+manz+parc,3,0100011020910571--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,25431,0100011020910571--001--,0100011020910571--001--,matches_source_ncp,102,91,571,1,-58.13615095,-32.23484688,-58.13615095,-32.23484688,automatic,,,yes,yes,no,"René Favaloro 680, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
26,25,detail,Piamonte Nº 505 esq M. M. Lima,49,382,1,gru+manz+parc,3,0100011010490382--001--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,28860,0100011010490382--001--,0100011010490382--001--,matches_source_ncp,101,49,382,1,-58.16017649,-32.22368282,-58.16017649,-32.22368282,automatic,,,yes,yes,yes,"Piamonte 505, Colón",matched_ign,"PIAMONTE 505, Colón, Entre Ríos",-58.16011888,-32.22447090,87.80,87.80,verified_nearby,verified_nearby
27,26,detail,Alberdi Nº 2343,310,3,49,gru+manz+parc,3,0100010113100003--049--,derived_from_source_gru_manz_parc,gru_manz_parc,1,high,unique_match_by_gru_manz_parc,37661,0100010113100003--049--,0100010113100003--049--,matches_source_ncp,11,310,3,49,-58.16752200,-32.23255328,-58.16752200,-32.23255328,automatic,,,yes,yes,no,"Alberdi 2343, Colón",no_ign_match,,,,,,missing_address_point,missing_address_point
28,27,detail,Chacabuco N° 170,,182,19,manz+parc,2,0100010000000182--019--,derived_from_source_manz_parc,manz_parc,1,medium,unique_match_by_manz_parc,30883,0100010000000182--019--,0100010000000182--019--,matches_source_ncp,0,0,182,19,-58.13932087,-32.21739972,-58.13932087,-32.21739972,automatic,,,yes,yes,yes,"Chacabuco 170, Colón",matched_ign,"CHACABUCO 170, Colón, Entre Ríos",-58.13941321,-32.21722496,21.29,21.29,verified_close,verified_close
